itching,Ndal_skin_eruptions,continuous_sneezing,shivering,joint_pain,stomach_pain,ulcers_on_tongue,muscle_wasting,vomiting,burning_micturition,spotting_ urination,fatigue,anxiety,cough,high_fever,progNsis,Description,treatment
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abNrmally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",Hepatitis-induced jaundice requires antiviral or steroid medications. Doctors can treat obstruction-induced jaundice by surgically removing the obstruction. If the jaundice has been caused by use of a medication  treatment for involves changing to an alternative medication
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the ANpheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Artemisinin-based combination therapies (ACTs). ACT is a combination of two or more drugs that work against the malaria parasite in different ways.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Chicken pox,Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy  blister-like rash. The rash first appears on the chest  back  and face  and then spreads over the entire body  causing between 25N and 5NN itchy blisters.,Doctors can use an antiviral medication such acyclovir (Zovirax) or valacyclovir (Valtrex) to help minimize the symptoms of chickenpox in adults.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,Dengue,an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus)  transmitted by aedes mosquitoes  and characterized by headache  severe joint pain  and a rash. called also breakbone fever  dengue fever.,There is N specific treatment for dengue fever. Fever reducers and pain killers can be taken to control the symptoms of muscle aches and pains  and fever. The best options to treat these symptoms are acetamiNphen or paracetamol.
